,Average Outflow,Average Inflow,Energy Consumption,Ammonia,Biological Oxygen Demand,Chemical Oxygen Demand,Total Nitrogen,Average Temperature,Maximum temperature,Minimum temperature,Atmospheric pressure,Average humidity,Total rainfall,Average visibility,Average wind speed,Maximum wind speed,Year,Month,Day
171,3.21,3.552,253707.0,38.0,400.0,800.0,61.033,11.3,20.3,2.3,0.0,70.0,0.0,5.5,7.2,18.3,2014.0,8.0,28.0
172,3.061,3.472,316189.0,33.0,335.0,670.0,61.591,16.2,21.0,9.9,0.0,49.0,0.0,0.0,37.0,51.9,2014.0,8.0,31.0
173,3.068,3.357,296212.0,22.0,387.5,775.0,59.446,9.7,15.9,7.0,0.0,84.0,8.89,9.7,16.5,27.8,2014.0,9.0,1.0
174,3.204,3.422,298283.0,42.0,400.0,680.0,56.0,8.6,13.8,4.9,0.0,76.0,1.52,10.0,20.9,38.9,2014.0,9.0,2.0
175,3.09,3.419,293375.0,36.0,343.5,687.0,60.505,7.7,13.1,2.0,0.0,74.0,0.0,10.0,11.7,22.2,2014.0,9.0,3.0
176,3.05,3.528,281730.0,36.0,412.5,825.0,61.033,9.1,14.6,1.7,0.0,78.0,0.0,10.0,11.7,22.2,2014.0,9.0,4.0
177,3.319,3.396,294510.0,35.0,345.0,690.0,60.857,13.6,19.8,4.7,0.0,56.0,0.0,10.0,22.6,50.0,2014.0,9.0,7.0
178,3.16,3.551,235658.0,42.0,452.5,905.0,63.931,17.2,21.2,8.2,0.0,50.0,0.0,10.0,46.9,64.8,2014.0,9.0,8.0
179,3.152,3.496,281629.0,35.0,625.0,1250.0,68.183,12.9,19.6,8.0,0.0,79.0,12.95,9.7,22.4,59.4,2014.0,9.0,9.0
180,3.149,3.664,240832.0,32.0,380.0,955.0,63.885,14.4,18.0,7.4,0.0,57.0,3.81,9.3,24.3,33.5,2014.0,9.0,10.0
181,3.251,3.537,282142.0,37.0,475.0,950.0,63.643,9.3,15.4,4.0,0.0,68.0,0.0,10.0,19.8,38.9,2014.0,9.0,11.0
182,3.256,3.828,264255.0,27.0,330.0,660.0,58.711,8.3,14.1,2.9,0.0,74.0,0.0,10.0,9.1,16.5,2014.0,9.0,14.0
183,3.604,4.176,287358.0,34.0,425.0,850.0,62.257,13.3,18.1,6.4,0.0,79.0,0.0,9.2,14.1,24.1,2014.0,9.0,15.0
184,3.908,4.724,295183.0,30.0,410.0,820.0,61.24,10.4,14.0,6.9,0.0,82.0,2.03,9.2,17.0,31.7,2014.0,9.0,16.0
185,4.202,4.355,322165.0,37.0,360.0,940.0,62.479,16.5,26.0,6.6,0.0,62.0,1.52,10.0,28.9,57.6,2014.0,10.0,6.0
186,3.768,4.26,331715.0,33.0,382.5,765.0,60.563,11.3,16.9,6.7,0.0,64.0,0.25,10.0,20.0,38.9,2014.0,10.0,7.0
187,3.459,3.998,310535.0,38.0,386.5,773.0,60.406,12.8,19.8,6.5,0.0,70.0,0.25,10.0,13.5,24.1,2014.0,10.0,8.0
188,3.897,3.674,299576.0,31.0,387.5,775.0,61.591,17.3,23.5,7.4,0.0,48.0,0.0,0.0,21.1,44.6,2014.0,10.0,9.0
189,3.003,3.686,257216.0,39.0,370.0,681.0,61.0,16.5,31.3,6.9,0.0,55.0,2.03,10.3,21.3,35.2,2014.0,10.0,12.0
190,3.179,3.769,266428.0,39.0,375.0,750.0,61.748,10.2,15.6,7.6,0.0,67.0,7.11,10.0,28.0,44.6,2014.0,10.0,13.0
191,3.271,3.605,263099.0,34.0,325.0,650.0,60.662,9.6,15.6,4.6,0.0,61.0,0.0,10.0,22.0,42.4,2014.0,10.0,14.0
192,3.322,3.992,252674.0,25.0,350.0,700.0,59.239,11.4,15.7,4.3,0.0,64.0,0.0,10.0,15.4,27.8,2014.0,10.0,15.0
193,3.331,3.759,237415.0,25.0,348.5,697.0,60.073,11.3,15.9,7.0,0.0,71.0,1.27,9.8,15.7,27.8,2014.0,10.0,16.0
194,3.591,4.062,244135.0,42.0,355.0,710.0,62.569,15.8,28.2,9.0,0.0,55.0,0.0,10.0,28.9,48.2,2014.0,10.0,19.0
195,3.728,3.533,242707.0,41.0,280.0,995.0,63.052,12.7,21.0,5.5,0.0,59.0,0.0,0.0,19.1,33.5,2014.0,10.0,20.0
196,3.093,4.072,259769.0,51.0,414.5,829.0,63.006,21.0,27.6,5.0,0.0,48.0,0.0,0.0,27.6,57.6,2014.0,10.0,21.0
197,3.531,3.915,245832.0,52.0,422.5,845.0,64.849,20.8,31.3,13.7,0.0,56.0,0.0,8.2,22.8,46.5,2014.0,10.0,22.0
198,3.483,3.595,248445.0,48.0,370.0,740.0,62.246,16.1,26.0,13.0,0.0,81.0,0.0,9.0,13.1,33.5,2014.0,10.0,23.0
199,3.357,3.661,283443.0,29.0,407.5,815.0,61.69,19.2,25.2,11.5,0.0,52.0,16.51,9.5,21.5,42.4,2014.0,10.0,26.0
200,3.33,3.583,305252.0,24.0,310.0,620.0,57.281,13.1,25.2,8.0,0.0,55.0,0.76,10.0,26.1,50.0,2014.0,10.0,27.0
201,3.267,3.59,287551.0,34.0,360.0,735.0,64.0,13.6,20.0,8.0,0.0,62.0,0.51,10.9,21.1,38.9,2014.0,10.0,28.0
202,3.039,3.516,169942.0,40.0,421.0,842.0,63.729,15.6,23.0,7.7,0.0,64.0,0.0,10.0,10.7,27.8,2014.0,10.0,29.0
203,3.939,4.498,263759.0,41.0,412.5,825.0,61.891,14.7,24.0,8.0,0.0,65.0,0.0,10.0,14.4,29.4,2014.0,10.0,30.0
204,4.378,4.414,272029.0,38.0,327.5,655.0,61.033,11.2,17.0,6.7,0.0,65.0,0.0,10.0,15.7,31.7,2014.0,11.0,2.0
205,3.455,3.638,272830.0,26.0,305.0,610.0,53.636,18.4,29.3,10.4,0.0,37.0,0.0,10.0,28.9,42.4,2014.0,11.0,4.0
206,3.398,3.709,245850.0,32.0,260.0,655.0,61.339,12.3,18.2,7.0,0.0,60.0,0.0,10.0,19.1,31.7,2014.0,11.0,5.0
207,3.057,3.809,283417.0,48.0,370.0,740.0,62.412,16.1,27.0,7.3,0.0,50.0,0.0,10.0,14.8,31.7,2014.0,11.0,6.0
208,3.43,3.639,221996.0,39.0,370.0,740.0,62.218,13.9,19.9,8.0,0.0,61.0,0.0,10.0,18.9,29.4,2014.0,11.0,9.0
209,3.313,3.472,257268.0,28.0,350.0,700.0,60.424,14.3,20.5,8.3,0.0,57.0,0.0,10.0,23.0,35.2,2014.0,11.0,10.0
210,3.115,3.475,277460.0,28.0,365.0,730.0,58.612,12.0,18.3,5.9,0.0,63.0,0.0,10.0,15.4,27.8,2014.0,11.0,11.0
211,3.752,4.458,241697.0,26.0,455.0,910.0,62.941,16.9,27.4,5.0,0.0,53.0,0.0,0.0,12.2,27.8,2014.0,11.0,12.0
212,3.746,3.868,250057.0,40.0,350.0,715.0,54.0,27.2,33.4,18.9,0.0,20.0,0.0,0.0,20.2,37.0,2014.0,11.0,13.0
213,3.438,3.814,265479.0,21.0,216.0,432.0,53.053,14.5,20.2,10.1,0.0,62.0,0.51,10.0,20.9,35.2,2014.0,11.0,16.0
214,3.4,3.75,224226.0,37.0,335.0,670.0,62.023,14.1,21.2,8.0,0.0,59.0,0.25,10.0,18.3,37.0,2014.0,11.0,17.0
215,2.529,3.749,250850.0,41.0,412.5,825.0,62.218,15.1,20.2,7.3,0.0,63.0,0.0,10.0,14.3,25.9,2014.0,11.0,18.0
216,3.542,3.938,249239.0,48.0,430.0,840.0,63.885,23.5,29.0,9.6,0.0,26.0,0.0,0.0,26.3,59.4,2014.0,11.0,19.0
217,3.827,4.17,266688.0,44.0,350.0,700.0,63.521,20.9,31.2,15.0,0.0,55.0,0.0,10.0,23.3,44.6,2014.0,11.0,20.0
218,3.62,3.992,116638.0,34.0,267.5,535.0,55.506,18.2,25.7,12.0,0.0,64.0,0.0,10.0,15.4,46.5,2014.0,11.0,23.0
219,3.994,4.05,254734.0,33.0,360.0,720.0,62.023,13.7,22.8,8.6,0.0,80.0,4.57,10.0,19.4,42.4,2014.0,11.0,24.0
220,3.846,3.889,261025.0,35.0,360.0,600.0,54.0,14.7,21.6,8.5,0.0,55.0,0.0,10.0,18.5,29.4,2014.0,11.0,25.0
221,3.216,3.628,269985.0,37.0,380.0,760.0,61.866,14.1,18.0,8.5,0.0,64.0,0.0,9.7,16.9,27.8,2014.0,11.0,26.0
222,3.366,3.788,278556.0,25.0,415.0,830.0,63.155,14.0,18.8,10.0,0.0,67.0,0.0,10.0,15.4,29.4,2014.0,11.0,27.0
223,3.644,3.852,270675.0,41.0,347.0,694.0,62.865,28.1,35.0,14.2,0.0,37.0,0.0,10.0,29.6,64.8,2014.0,11.0,30.0
224,3.424,3.745,263073.0,34.0,320.0,640.0,60.938,19.7,28.7,15.0,0.0,72.0,0.51,10.0,14.4,33.5,2014.0,12.0,1.0
225,3.489,3.759,254788.0,40.0,755.0,1510.0,68.183,19.1,27.2,14.7,0.0,68.0,0.0,10.0,14.6,29.4,2014.0,12.0,2.0
226,3.485,3.763,258868.0,50.0,472.5,945.0,64.477,18.6,23.2,15.2,0.0,84.0,10.92,8.4,15.2,29.4,2014.0,12.0,3.0
227,2.878,3.744,283142.0,42.0,290.0,775.0,61.533,20.5,26.0,16.0,0.0,74.0,0.25,9.8,17.8,25.9,2014.0,12.0,4.0
228,3.799,4.033,270596.0,22.0,380.5,761.0,59.446,15.2,17.3,13.2,0.0,88.0,0.76,9.0,15.6,27.8,2014.0,12.0,7.0
229,3.506,3.52,226507.0,28.0,340.0,680.0,59.545,16.2,20.1,13.9,0.0,72.0,0.0,10.0,17.2,25.9,2014.0,12.0,8.0
230,2.74,2.854,262896.0,30.0,420.0,840.0,63.136,15.5,21.5,10.9,1015.7,71.0,0.0,16.3,11.6,20.6,2014.0,12.0,9.0
231,3.779,4.215,249125.0,30.0,290.0,760.0,69.0,17.1,20.3,10.7,0.0,50.0,0.51,9.8,19.4,31.7,2014.0,12.0,10.0
232,3.861,4.326,271225.0,36.0,442.5,885.0,63.886,16.6,20.7,13.8,0.0,76.0,0.25,10.0,23.2,40.7,2014.0,12.0,11.0
233,3.747,3.932,203326.0,35.0,385.0,770.0,61.668,18.8,26.9,14.0,0.0,66.0,0.0,10.0,15.4,29.4,2014.0,12.0,14.0
234,3.688,3.939,235077.0,34.0,380.0,760.0,61.866,18.6,25.1,13.5,0.0,74.0,0.0,9.0,13.1,24.1,2014.0,12.0,15.0
235,3.238,3.635,270652.0,34.0,420.0,1130.0,67.315,18.4,33.6,8.7,0.0,35.0,0.0,10.0,28.3,64.8,2014.0,12.0,16.0
236,3.429,4.027,247302.0,34.0,533.5,1067.0,64.953,15.9,23.0,8.5,0.0,48.0,0.0,0.0,16.1,29.4,2014.0,12.0,17.0
237,4.893,5.121,229587.0,30.0,460.0,920.0,63.931,15.0,24.4,9.0,0.0,61.0,1.78,9.8,21.7,61.1,2014.0,12.0,18.0
238,3.598,4.028,271184.0,34.0,290.0,755.0,60.0,23.2,33.3,10.6,0.0,47.0,0.0,9.8,14.3,35.2,2014.0,12.0,21.0
239,3.418,3.735,266258.0,34.0,405.0,810.0,61.24,22.7,26.0,15.8,0.0,67.0,0.51,10.0,9.4,22.2,2014.0,12.0,22.0
240,3.257,3.552,257576.0,25.0,415.0,830.0,63.201,17.9,28.7,10.0,0.0,67.0,0.0,9.8,18.5,31.7,2014.0,12.0,23.0
241,3.269,4.05,246012.0,30.0,345.0,690.0,62.061,14.1,19.9,7.9,0.0,57.0,0.0,10.0,17.2,31.7,2014.0,12.0,26.0
242,3.06,3.744,222378.0,34.0,370.0,680.0,63.227,24.1,33.4,10.7,0.0,32.0,0.0,0.0,16.7,35.2,2014.0,12.0,28.0
243,3.848,3.984,186601.0,34.0,415.0,830.0,63.885,16.6,28.6,10.6,0.0,48.0,1.02,10.0,27.8,53.5,2014.0,12.0,29.0
244,3.492,3.835,200055.0,41.0,405.0,810.0,62.243,15.9,24.2,8.0,0.0,52.0,0.0,10.0,21.9,44.6,2014.0,12.0,30.0
245,3.499,3.793,219828.0,42.0,470.0,940.0,66.354,19.4,32.0,10.8,0.0,63.0,0.0,10.0,14.3,35.2,2015.0,1.0,1.0
246,3.546,4.045,214449.0,40.0,365.0,730.0,62.019,16.8,24.8,11.0,0.0,64.0,0.0,10.0,17.6,31.7,2015.0,1.0,4.0
247,3.863,4.326,221233.0,39.0,360.0,900.0,70.0,18.7,24.6,11.3,0.0,65.0,0.0,10.0,16.3,25.9,2015.0,1.0,5.0
248,4.137,4.487,271295.0,29.0,465.0,930.0,65.049,22.7,33.0,13.8,0.0,62.0,0.0,9.3,14.4,37.0,2015.0,1.0,6.0
249,3.689,4.051,310031.0,38.0,482.5,965.0,65.878,29.2,40.3,16.3,0.0,43.0,1.52,10.0,20.9,50.0,2015.0,1.0,7.0
250,1.795,3.704,259810.0,37.0,442.5,885.0,64.523,21.9,29.9,16.0,0.0,72.0,2.79,8.0,14.4,35.2,2015.0,1.0,8.0
251,3.044,4.3,184752.0,32.0,375.0,750.0,61.668,20.5,28.1,14.8,0.0,69.0,0.0,10.0,17.6,31.7,2015.0,1.0,11.0
252,2.809,4.459,185148.0,36.0,425.0,850.0,65.531,25.3,31.2,14.6,0.0,49.0,0.0,10.0,17.6,35.2,2015.0,1.0,12.0
253,3.634,3.719,287118.0,40.0,350.0,865.0,63.885,21.1,25.5,17.0,0.0,78.0,11.18,10.6,24.8,46.5,2015.0,1.0,13.0
254,3.026,3.651,292543.0,32.0,355.0,710.0,61.396,17.4,22.6,14.0,0.0,72.0,0.0,10.0,28.5,42.4,2015.0,1.0,14.0
255,3.095,3.713,266493.0,39.0,405.5,811.0,61.591,15.1,20.5,9.6,0.0,71.0,0.0,10.0,17.2,29.4,2015.0,1.0,15.0
256,3.035,3.402,203637.0,50.0,405.0,810.0,62.214,15.7,20.1,11.6,0.0,52.0,0.0,10.0,23.2,31.7,2015.0,1.0,18.0
257,3.327,3.527,226385.0,40.0,395.0,790.0,62.569,17.2,24.0,10.0,0.0,55.0,0.0,0.0,21.5,42.4,2015.0,1.0,19.0
258,3.213,2.713,251356.0,44.0,422.0,844.0,64.522,23.8,30.1,10.1,0.0,47.0,0.0,10.0,20.0,38.9,2015.0,1.0,20.0
259,3.38,4.108,258384.0,50.0,320.0,945.0,68.0,24.9,33.7,17.0,0.0,50.0,0.0,8.4,16.9,35.2,2015.0,1.0,21.0
260,4.411,5.017,236364.0,53.0,425.5,851.0,65.531,25.4,36.0,16.7,0.0,52.0,0.0,0.0,15.7,37.0,2015.0,1.0,22.0
261,4.127,4.055,234543.0,49.0,450.0,900.0,64.523,20.0,29.6,11.9,0.0,58.0,0.0,9.8,18.1,35.2,2015.0,1.0,24.0
262,4.035,4.2,236791.0,38.0,340.0,680.0,62.218,15.3,21.5,7.5,0.0,54.0,0.0,10.0,23.2,33.5,2015.0,1.0,26.0
263,3.056,3.916,269257.0,39.0,360.0,720.0,61.814,15.9,20.5,11.0,0.0,58.0,0.0,10.0,25.2,35.2,2015.0,1.0,27.0
264,4.1,5.32,268005.0,38.0,405.0,810.0,61.591,17.6,25.5,10.7,0.0,52.0,0.0,10.0,28.0,50.0,2015.0,1.0,28.0
265,5.985,4.579,202419.0,43.0,290.0,875.0,64.522,16.4,22.8,10.4,0.0,57.0,0.0,10.0,25.6,42.4,2015.0,1.0,29.0
266,2.146,3.882,184654.0,49.0,290.0,580.0,58.389,15.8,23.0,12.0,0.0,71.0,0.51,9.7,24.3,33.5,2015.0,1.0,31.0
267,4.605,4.563,223394.0,40.0,346.5,693.0,62.317,15.7,19.0,12.2,0.0,74.0,1.52,10.0,24.6,33.5,2015.0,2.0,1.0
268,4.75,6.509,210924.0,32.0,380.0,760.0,62.023,17.4,23.6,13.9,0.0,64.0,0.0,10.0,21.7,35.2,2015.0,2.0,2.0
269,5.969,6.553,241560.0,31.0,397.5,795.0,62.061,17.2,22.7,13.7,0.0,58.0,0.0,10.0,22.8,31.7,2015.0,2.0,3.0
270,5.969,6.302,247056.0,43.0,350.0,865.0,73.0,15.3,20.2,10.6,0.0,66.0,0.25,10.0,19.1,35.2,2015.0,2.0,4.0
271,6.361,7.9,235506.0,42.0,452.5,905.0,64.366,19.1,28.0,10.1,0.0,63.0,0.0,10.0,15.9,27.8,2015.0,2.0,5.0
272,4.879,4.666,246107.0,38.0,420.0,840.0,64.366,17.1,26.7,13.0,0.0,67.0,0.0,10.0,21.3,29.4,2015.0,2.0,8.0
273,4.272,4.533,242358.0,35.0,383.5,767.0,61.866,19.9,28.0,12.7,0.0,64.0,0.0,10.0,15.9,27.8,2015.0,2.0,9.0
274,3.71,4.105,224013.0,36.0,370.0,840.0,65.531,23.9,31.1,14.9,0.0,58.0,0.0,0.0,16.9,40.7,2015.0,2.0,10.0
275,3.658,4.028,228766.0,36.0,425.0,850.0,65.531,22.1,35.4,15.9,0.0,61.0,0.0,10.0,22.0,38.9,2015.0,2.0,11.0
276,4.355,4.672,252061.0,37.0,370.0,740.0,62.023,18.9,28.0,14.0,0.0,63.0,0.0,10.0,15.6,37.0,2015.0,2.0,12.0
277,4.082,3.767,265724.0,38.0,407.5,815.0,61.339,20.1,26.9,14.7,0.0,79.0,0.0,10.0,12.4,27.8,2015.0,2.0,14.0
278,3.082,3.859,264516.0,30.0,340.0,680.0,62.443,26.2,34.7,14.6,0.0,41.0,0.0,10.0,14.8,29.4,2015.0,2.0,15.0
279,3.894,4.117,249175.0,38.0,350.0,890.0,74.0,19.5,28.8,15.6,0.0,64.0,0.0,10.0,21.3,31.7,2015.0,2.0,16.0
280,3.758,3.917,251137.0,39.0,435.0,870.0,64.256,17.6,20.7,16.0,0.0,75.0,0.0,10.0,15.4,20.6,2015.0,2.0,17.0
281,3.744,3.799,242665.0,42.0,455.0,910.0,64.411,18.7,21.6,15.8,0.0,78.0,0.0,10.0,15.9,24.1,2015.0,2.0,18.0
282,3.037,3.801,234605.0,36.0,375.0,750.0,62.875,21.5,31.0,15.0,0.0,70.0,0.0,10.0,13.0,25.9,2015.0,2.0,19.0
283,4.186,4.223,252788.0,39.0,350.0,610.0,58.754,27.8,37.0,19.0,0.0,42.0,0.0,10.0,24.1,48.2,2015.0,2.0,22.0
284,3.418,3.737,256896.0,36.0,333.5,667.0,61.396,17.9,30.0,14.9,0.0,67.0,13.72,9.2,22.2,38.9,2015.0,2.0,23.0
285,3.428,4.257,243380.0,33.0,395.0,790.0,62.023,16.7,20.5,13.7,0.0,64.0,0.0,10.0,18.3,33.5,2015.0,2.0,24.0
286,3.729,4.16,209192.0,33.0,390.0,780.0,61.866,20.4,27.6,13.5,0.0,66.0,0.0,10.0,12.8,22.2,2015.0,2.0,25.0
287,3.419,3.883,252085.0,50.0,550.0,1100.0,68.82,19.0,25.3,13.9,0.0,72.0,0.0,10.0,13.5,24.1,2015.0,2.0,26.0
288,4.189,4.452,294669.0,36.0,335.0,670.0,61.396,15.0,21.6,9.0,0.0,70.0,0.0,10.0,18.3,33.5,2015.0,3.0,1.0
289,4.18,4.032,305444.0,37.0,360.0,610.0,56.0,18.5,24.1,8.7,0.0,59.0,0.0,10.0,10.6,16.5,2015.0,3.0,2.0
290,4.483,4.823,291851.0,40.0,395.0,790.0,61.591,17.3,23.0,13.0,0.0,67.0,0.0,10.0,12.4,22.2,2015.0,3.0,3.0
291,3.9,4.039,291310.0,46.0,350.0,700.0,61.885,17.8,25.0,9.0,0.0,51.0,0.25,9.7,22.8,42.4,2015.0,3.0,4.0
292,3.312,3.895,249632.0,41.0,415.0,830.0,64.522,15.4,20.3,9.2,0.0,49.0,0.0,10.0,25.7,38.9,2015.0,3.0,5.0
293,3.465,3.716,251624.0,43.0,465.0,930.0,64.523,16.4,20.8,12.0,0.0,80.0,1.02,10.0,17.6,37.0,2015.0,3.0,6.0
294,3.493,3.789,248311.0,39.0,330.0,660.0,62.317,18.1,24.4,12.2,0.0,60.0,0.0,10.0,15.6,33.5,2015.0,3.0,9.0
295,3.521,3.787,290098.0,36.0,540.0,1260.0,68.82,16.1,23.3,10.0,0.0,61.0,0.0,10.0,12.8,24.1,2015.0,3.0,10.0
296,3.519,3.61,277457.0,35.0,375.0,750.0,61.434,17.6,26.6,9.3,0.0,57.0,0.0,10.0,15.0,29.4,2015.0,3.0,11.0
297,3.536,3.835,278587.0,39.0,365.0,730.0,61.942,15.9,20.0,10.2,0.0,52.0,0.0,9.8,25.0,35.2,2015.0,3.0,12.0
298,2.961,3.605,294721.0,39.0,290.0,580.0,58.616,13.8,21.0,8.5,0.0,69.0,0.0,10.0,19.3,35.2,2015.0,3.0,15.0
299,3.173,3.717,286156.0,36.0,360.0,720.0,61.591,21.3,24.2,7.7,0.0,40.0,0.0,0.0,20.4,40.7,2015.0,3.0,16.0
300,3.599,3.532,268211.0,44.0,641.0,1282.0,68.82,21.4,27.0,14.7,0.0,48.0,1.27,9.0,29.1,53.5,2015.0,3.0,17.0
301,2.934,3.992,209680.0,44.0,360.0,860.0,62.0,20.2,26.0,14.6,0.0,62.0,0.0,10.0,20.7,57.6,2015.0,3.0,18.0
302,4.147,3.606,228052.0,42.0,415.0,830.0,65.531,19.8,33.0,10.0,0.0,52.0,0.0,10.0,28.9,61.1,2015.0,3.0,19.0
303,3.561,4.495,267762.0,43.0,380.0,760.0,62.441,23.2,28.0,8.2,0.0,38.0,0.0,10.0,28.0,44.6,2015.0,3.0,22.0
304,3.697,4.166,276968.0,44.0,440.0,880.0,64.477,18.0,27.0,11.9,0.0,58.0,0.0,10.0,23.9,40.7,2015.0,3.0,23.0
305,3.47,3.516,254816.0,36.0,850.0,1700.0,68.82,13.4,15.0,10.7,0.0,56.0,0.0,10.0,19.8,31.7,2015.0,3.0,24.0
306,2.946,3.578,288791.0,48.0,470.0,940.0,65.114,14.0,21.0,7.0,0.0,54.0,0.0,10.0,15.9,33.5,2015.0,3.0,25.0
307,2.962,3.68,293262.0,37.0,540.0,1027.0,65.114,14.5,19.0,6.9,0.0,51.0,0.0,10.0,29.6,44.6,2015.0,3.0,26.0
308,3.049,2.972,257723.0,43.0,380.0,760.0,61.451,16.0,24.0,6.6,0.0,58.0,0.0,0.0,13.1,24.1,2015.0,3.0,29.0
309,3.696,4.259,260068.0,35.0,350.0,855.0,58.0,16.1,24.0,8.4,0.0,64.0,0.0,10.0,12.0,27.8,2015.0,3.0,30.0
310,2.987,3.816,264152.0,34.0,420.0,970.0,64.477,19.8,27.0,9.2,0.0,50.0,0.0,0.0,18.1,44.6,2015.0,3.0,31.0
311,3.751,3.804,261656.0,49.0,570.0,1140.0,68.82,21.5,30.0,10.0,0.0,42.0,0.0,10.0,28.0,44.6,2015.0,4.0,1.0
312,3.266,3.687,199607.0,42.0,370.0,740.0,61.186,13.2,19.0,5.2,0.0,67.0,0.0,10.0,18.1,27.8,2015.0,4.0,3.0
313,3.147,3.608,203120.0,38.0,410.0,820.0,62.061,16.4,18.0,7.2,0.0,40.0,0.0,0.0,10.4,20.6,2015.0,4.0,6.0
314,2.698,3.47,235405.0,35.0,480.0,885.0,65.59,12.3,17.0,8.4,0.0,82.0,8.89,8.5,27.0,40.7,2015.0,4.0,7.0
315,2.977,2.679,266782.0,26.0,432.5,865.0,62.94,12.5,17.0,6.6,0.0,76.0,0.0,10.0,16.3,31.7,2015.0,4.0,8.0
316,3.418,4.126,263134.0,36.0,495.0,990.0,64.757,12.9,18.3,6.2,0.0,72.0,0.0,10.0,14.8,22.2,2015.0,4.0,9.0
317,3.267,3.522,283802.0,38.0,310.0,620.0,59.316,11.5,18.3,5.0,0.0,73.0,0.0,10.0,13.1,27.8,2015.0,4.0,12.0
318,3.231,3.635,290642.0,30.0,475.0,950.0,65.114,14.6,21.0,12.0,0.0,68.0,0.0,9.5,8.5,14.8,2015.0,4.0,13.0
319,2.963,3.603,307803.0,37.0,442.5,885.0,63.995,19.3,25.0,16.0,0.0,56.0,0.0,10.0,24.6,38.9,2015.0,4.0,14.0
320,2.972,3.445,328693.0,30.0,590.0,900.0,66.0,19.6,27.0,14.0,0.0,64.0,0.0,10.0,21.9,51.9,2015.0,4.0,15.0
321,3.364,3.901,324639.0,37.0,480.0,960.0,65.114,13.3,18.0,8.0,0.0,70.0,0.0,10.0,11.1,25.9,2015.0,4.0,16.0
322,3.018,4.054,226162.0,29.0,320.0,640.0,60.632,9.6,13.0,5.0,0.0,66.0,0.0,10.0,21.1,46.5,2015.0,4.0,19.0
323,3.789,3.732,281335.0,43.0,480.0,960.0,64.28,10.1,15.3,5.0,0.0,65.0,0.0,10.0,19.3,35.2,2015.0,4.0,20.0
324,3.418,3.37,349614.0,34.0,395.0,790.0,61.24,12.0,17.0,7.0,0.0,71.0,0.0,10.0,16.9,31.7,2015.0,4.0,21.0
325,3.93,6.605,222194.0,29.0,342.5,685.0,61.866,14.8,18.1,11.5,0.0,82.0,0.0,10.0,19.8,31.7,2015.0,4.0,22.0
326,5.774,9.622,299114.0,29.0,510.0,970.0,65.114,14.9,17.0,12.0,0.0,86.0,0.0,9.3,12.0,20.6,2015.0,4.0,23.0
327,3.277,4.007,346056.0,26.0,387.5,775.0,59.603,11.3,15.2,9.9,0.0,78.0,0.0,9.7,22.2,33.5,2015.0,4.0,26.0
328,4.23,3.846,309250.0,34.0,485.0,970.0,65.114,11.3,14.4,8.0,0.0,78.0,0.0,10.0,14.6,25.9,2015.0,4.0,27.0
329,2.91,3.144,317141.0,35.0,367.5,735.0,60.406,10.5,15.0,5.8,0.0,82.0,0.0,10.0,12.0,25.9,2015.0,4.0,28.0
330,4.702,5.906,259241.0,42.0,520.0,945.0,62.0,10.4,17.0,6.0,0.0,74.0,0.0,10.0,11.1,18.3,2015.0,4.0,29.0
331,4.401,4.079,300014.0,42.0,460.0,920.0,63.004,11.9,19.0,5.0,0.0,69.0,0.0,10.0,11.7,22.2,2015.0,4.0,30.0
332,3.844,4.465,322354.0,35.0,367.5,735.0,60.406,11.6,18.0,6.5,0.0,78.0,0.0,9.3,12.4,22.2,2015.0,5.0,3.0
333,4.272,5.115,316828.0,33.0,370.0,740.0,61.591,17.2,22.0,11.8,0.0,49.0,0.0,9.3,36.9,55.4,2015.0,5.0,4.0
334,4.468,4.126,278662.0,34.0,430.0,860.0,63.949,12.1,16.0,8.0,0.0,56.0,0.0,10.0,27.0,57.6,2015.0,5.0,5.0
335,3.571,3.874,262781.0,49.0,460.0,920.0,64.523,10.9,16.0,8.0,0.0,68.0,0.0,9.7,23.0,40.7,2015.0,5.0,6.0
336,3.659,3.822,275288.0,34.0,530.0,940.0,65.114,11.1,14.3,9.0,0.0,71.0,0.0,10.0,21.5,42.4,2015.0,5.0,7.0
337,3.572,4.096,329601.0,35.0,305.0,610.0,56.089,12.9,15.0,10.0,0.0,73.0,0.0,9.7,28.0,44.6,2015.0,5.0,10.0
338,3.535,3.935,307695.0,35.0,372.5,745.0,61.396,13.6,15.2,12.0,0.0,66.0,0.0,9.8,22.0,38.9,2015.0,5.0,11.0
339,3.566,4.077,351864.0,33.0,380.0,760.0,60.563,9.0,16.2,5.0,0.0,69.0,0.0,9.8,29.1,51.9,2015.0,5.0,12.0
340,3.434,4.018,361830.0,25.0,290.0,570.0,40.0,9.3,12.0,7.0,0.0,73.0,0.0,10.0,24.3,33.5,2015.0,5.0,13.0
341,3.396,3.711,341750.0,30.0,325.0,650.0,61.24,12.2,15.0,10.5,0.0,85.0,0.0,8.2,21.7,31.7,2015.0,5.0,14.0
342,4.316,5.744,374614.0,26.0,295.0,590.0,53.295,12.9,20.0,6.0,0.0,68.0,0.0,10.0,17.8,25.9,2015.0,5.0,17.0
343,3.429,3.224,359322.0,33.0,337.5,675.0,61.591,14.9,19.0,11.0,0.0,54.0,0.0,0.0,25.0,46.5,2015.0,5.0,18.0
